Job_Title,Position,Employer,Province,Location,Skill,Seniority,Work_Type,Industry_Type,Avg_Salary
Senior Business Intelligence Analysts,Data Engineer,Royal Bank of Canada,Ontario,"Toronto, Ontario","PYTHON, SQL, TABLEAU, JIRA, HTML, GITHUB, POWERSHELL, JAVASCRIPT",Senior,In-Person,Finance,78150
Senior Business Intelligence Analysts,Analyst,Gowling WLG,Ontario,"Waterloo, Ontario","POWER BI, EXCEL, DATABASE, SQL",ANY,In-Person,Others,64500
Senior Business Intelligence Analysts,Analyst,Gowling WLG,Alberta,"Calgary, Alberta","POWER BI, EXCEL, DATABASE, SQL",ANY,In-Person,Others,64500
Senior Business Analysts,Analyst,Northbridge Financial Corporation,Ontario,"Toronto, Ontario",C,Senior,In-Person,Finance,75250
Senior Business Intelligence Analysts,Business Analyst,Egon Zehnder,Quebec,"Montreal, Quebec",No Specification,Senior,In-Person,Others,78150
Senior Business Intelligence Analysts,Analyst,Gowling WLG,British Columbia,"Vancouver, British Columbia","POWER BI, EXCEL, DATABASE, SQL",ANY,In-Person,Others,64500
Senior Supply Chain Data Analysts,Analyst,SAIT,Alberta,"Calgary, Alberta",EXCEL,ANY,In-Person,Technology,75000
Financial and Operational Analysts,Analyst,Corby Spirit and Wine Limited,Ontario,"Toronto, Ontario","EXCEL, MACHINE LEARNING, POWER BI",Senior,In-Person,Technology,63229
Senior Business Intelligence Analysts,Business Analyst,Purolator,Ontario,"Mississauga, Ontario","EXCEL, EXCEL",Senior,In-Person,Others,78150
Senior Business Intelligence Analysts,Analyst,PCL Construction,Alberta,"Edmonton, Alberta","POWER BI, TABLEAU, EXCEL",ANY,In-Person,Construction,78150
Senior Business Intelligence Analysts,Business Analyst,Scotiabank,Ontario,"Toronto, Ontario","SQL, GAP, EXCEL",ANY,In-Person,Finance,78150
Senior Supply Chain Data Analysts,System Analyst,Loblaw Companies Limited,Ontario,"Brampton, Ontario","POWER BI, EXCEL",Senior,In-Person,Technology,77750
Systems and Data Analysts,Data Specialist,UniUni (Uni Express Inc.),Remote,Remote,"SQL, AWS",Senior,Remote,Media,80000
Senior Data Analysts,BI Analyst,Bell,Ontario,"Toronto, Ontario","SAS, SQL, TERADATA",ANY,In-Person,Others,77500
Business and Marketing Analysts,Business Analyst,TripNinja,Remote,Remote,"POWER BI, AWS, SQL",ANY,Remote,Others,85000
Senior Data Analysts,Data Analyst,Scene+,Ontario,"Toronto, Ontario","SQL, PYTHON, TABLEAU, MACHINE LEARNING",Senior,In-Person,Others,77500
Senior Supply Chain Data Analysts,Developer,Silver Gold Bull Inc.,Alberta,"Calgary, Alberta","POWER BI, SQL, MYSQL, EXCEL, ZOHO ANALYTICS, DATABASE",ANY,In-Person,Others,92500
Senior Business Intelligence Analysts,BI Analyst,University of Toronto,Ontario,"Toronto, Ontario","SQL, DATABASE, EXCEL, POWER BI, PYTHON, POSTGRESQL",ANY,In-Person,Technology,57526.78
Senior Supply Chain Data Analysts,Developer,Silver Gold Bull Inc.,Alberta,"Calgary, Alberta","POWER BI, SQL, MYSQL, EXCEL, ZOHO ANALYTICS, DATABASE",ANY,In-Person,Others,92500
Senior Supply Chain Data Analysts,Data Analyst,CHEO,Ontario,"Ottawa, Ontario","SAS, EXCEL, SQL, DATABASE",ANY,In-Person,Others,81161.6
Senior Business Intelligence Analysts,Analyst,Turner & Townsend,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Others,78150
Senior Business Intelligence Analysts,Business Analyst,L3Harris Technologies,Ontario,"Waterdown, Ontario","SQL, EXCEL",ANY,In-Person,Technology,78150
Senior Data Analysts,Analyst,Shared Health,Manitoba,"Winnipeg, Manitoba",No Specification,ANY,In-Person,Healthcare,43720.28
Business and Marketing Analysts,Business Analyst,Teleperformance,Ontario,"Toronto, Ontario","EXCEL, SQL",ANY,In-Person,Others,76000
Senior Supply Chain Data Analysts,Business Analyst,Saskatchewan Blue Cross,Saskatchewan,"Saskatoon, Saskatchewan","EXCEL, JIRA",Senior,In-Person,Others,77750
Systems and Data Analysts,Analyst,i3 Energy Canada Ltd.,Alberta,"Calgary, Alberta",No Specification,ANY,In-Person,Energy,82720
Business and Marketing Analysts,Business Analyst,Scotiabank,Ontario,"Toronto, Ontario","GAP, SQL, DATABASE",ANY,In-Person,Finance,76000
Business Systems Analysts,System Analyst,Northwestel Inc.,Yukon,"Whitehorse, Yukon","HTML, PHP, PERL, POWERSHELL, CSS, PYTHON, JAVASCRIPT",ANY,In-Person,Others,88668.4
Business and Marketing Analysts,Business Analyst,Atlantis IT group,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Technology,76000
Business and Marketing Analysts,Analyst,Relay Financial,Ontario,"Toronto, Ontario",LOOKER,ANY,In-Person,Finance,76000
Senior Business Intelligence Analysts,Analyst,Canadian Medical Protective Association,Ontario,"Remote in Ottawa, Ontario",EXCEL,ANY,Remote,Healthcare,79500
Senior Data Analysts,Data Analyst,EDC,Ontario,"Ottawa, Ontario","SQL, AZURE, POWER BI, PYTHON, R",Senior,In-Person,Others,108720
Business and Marketing Analysts,Analyst,Town of Okotoks,Alberta,"Okotoks, Alberta","POWER PLATFORM, AZURE",ANY,In-Person,Others,76000
Financial and Operational Analysts,Analyst,GraingerCanada,Ontario,"Thornhill, Ontario",SQL,ANY,In-Person,Others,43720.28
Business Systems Analysts,Data Engineer,Zortech Solutions,Ontario,"Toronto, Ontario",SQL,ANY,In-Person,Technology,125000
Database Analysts,Analyst,R.E. ROYAL TRADING INC.,Ontario,"Concord, Ontario",DATABASE,ANY,In-Person,Others,88524.8
Business Systems Analysts,Data Engineer,Esolutions,Ontario,"Toronto, Ontario",SQL,ANY,In-Person,Consulting,100000
Senior Supply Chain Data Analysts,Analyst,Elk Valley Resources,British Columbia,"Sparwood, British Columbia","EXCEL, REASON",ANY,In-Person,Others,91500
Senior Supply Chain Data Analysts,Analyst,Cardinal Health,Ontario,"Vaughan, Ontario","TABLEAU, EXCEL",ANY,In-Person,Healthcare,77750
Senior Business Intelligence Analysts,Analyst,BC Financial Services Authority,British Columbia,"Vancouver, British Columbia",C,Senior,In-Person,Technology,112343.5
Senior Supply Chain Data Analysts,Analyst,Mackenzie Financial Corporation,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Finance,43720.28
Senior Supply Chain Data Analysts,Analyst,Northwestel Inc.,Northwest Territories,"Yellowknife, Northwest Territories","HTML, EXCEL, SQL, DATABASE",ANY,In-Person,Others,77750
Senior Supply Chain Data Analysts,Analyst,Enverus,Alberta,"Calgary, Alberta","PYTHON, SQL",ANY,In-Person,Others,77750
Senior Business Analysts,Business Analyst,RealDecoy,Ontario,"Ottawa, Ontario","HTML, TABLEAU, POWER BI, SQL, PHP, CSS, QLIK SENSE, PYTHON, JAVASCRIPT",ANY,In-Person,Others,75250
Senior Business Intelligence Analysts,Analyst,Toronto and Region Conservation Authority (TRCA),Ontario,"Concord, Ontario","R, PYTHON, C#, EXCEL, JULIA, C",ANY,In-Person,Technology,82357.6
Financial and Operational Analysts,Business Analyst,CGI,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Others,63229
Senior Business Intelligence Analysts,Analyst,Western University,Ontario,"London, Ontario","EXCEL, DATABASE",ANY,In-Person,Technology,78150
Senior Business Analysts,Analyst,EQ Bank | Equitable Bank,Ontario,"Toronto, Ontario","TABLEAU, SQL, POWER BI, PYTHON, R",Senior,In-Person,Technology,43720.28
Financial and Operational Analysts,Business Analyst,CGI,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Others,63229
Senior Business Intelligence Analysts,Analyst,Western University,Ontario,"London, Ontario","EXCEL, DATABASE",ANY,In-Person,Technology,78150
Senior Business Analysts,Business Analyst,Fraser Health,British Columbia,"Surrey, British Columbia",No Specification,Senior,In-Person,Healthcare,96636.8
Senior Supply Chain Data Analysts,Data Consultant,Equitable CA,Ontario,"Waterloo, Ontario",R,Senior,In-Person,Technology,77750
Business Systems Analysts,System Analyst,Rubinza Inc.,Ontario,"Richmond Hill, Ontario",DATABASE,ANY,In-Person,Others,90064
Business and Technical Analysts,Intern,Senators Sports & Entertainment,Ontario,"Ottawa, Ontario","DATABASE, EXCEL",Junior,In-Person,Media,75361.795
Business Systems Analysts,System Analyst,APITable Ltd.,Ontario,"Markham, Ontario","HTML, GITHUB",ANY,In-Person,Technology,91520
Senior Business Intelligence Analysts,Analyst,Spectra Aluminum Products,Ontario,"Bradford, Ontario","POWER BI, TABLEAU, QLIKVIEW",ANY,In-Person,Others,78150
Financial and Operational Analysts,Analyst,Ventura Foods,Ontario,"Etobicoke, Ontario",EXCEL,ANY,In-Person,Others,63229
Business Systems Analysts,System Analyst,Gold Valley Daycare & Osc,Alberta,"Leduc, Alberta",No Specification,ANY,In-Person,Automotive,98009.6
Business and Technical Analysts,Analyst,Apotex Inc.,Ontario,"North York, Ontario","EXCEL, R",ANY,In-Person,Others,75361.795
Business Systems Analysts,System Analyst,Scotiabank,Ontario,"Toronto, Ontario","SQL, HTML, EXCEL, PERL, GAP, SHELL, JAVA, PYTHON",ANY,Hybrid,Finance,88668.4
Business Systems Analysts,System Analyst,Royal Bank of Canada,Ontario,"Toronto, Ontario","JIRA, SQL, CONFLUENCE",Senior,In-Person,Finance,88668.4
Business Systems Analysts,System Analyst,The Maples Group (Financial Services),Quebec,"Montreal, Quebec","GAP, EXCEL",Senior,In-Person,Finance,88668.4
Financial and Operational Analysts,Analyst,SGS,Ontario,"Mississauga, Ontario",EXCEL,ANY,In-Person,Others,63229
Business Systems Analysts,System Analyst,City of London,Ontario,"London, Ontario",No Specification,ANY,In-Person,Technology,71933.5
Business and Technical Analysts,Analyst,BC Public Service,British Columbia,"Victoria, British Columbia","POWER BI, TABLEAU, R",ANY,In-Person,Service,81364.82999999999
Financial and Operational Analysts,Analyst,Pratts Food Service Alberta,Alberta,"Rocky View County, Alberta","POWER BI, TABLEAU, EXCEL, SQL",ANY,In-Person,Service,55996.16
Senior Business Analysts,Business Analyst,Canadian Cancer Society,Ontario,"Ottawa, Ontario",EXCEL,Senior,In-Person,Healthcare,70000
Senior Business Analysts,Business Analyst,Canadian Cancer Society,Ontario,"Toronto, Ontario",EXCEL,Senior,In-Person,Healthcare,70000
Business and Technical Analysts,Analyst,Loblaw Companies Limited,Ontario,"Brampton, Ontario","BIGQUERY, TABLEAU, POWER BI, SQL, EXCEL, SAS, GOOGLE CLOUD PLATFORM, PYTHON, LOOKER, R",Senior,In-Person,Technology,75361.795
Senior Business Analysts,Business Analyst,Canadian Cancer Society,Nova Scotia,"Halifax, Nova Scotia",EXCEL,Senior,In-Person,Healthcare,70000
Senior Business Analysts,Analyst,Scotiabank,Ontario,"Toronto, Ontario",No Specification,Senior,In-Person,Finance,75250
Senior Business Intelligence Analysts,Business Analyst,WSP,Quebec,"Montreal, Quebec","GAP, FABRIC, POWER PLATFORM, EXCEL",Senior,In-Person,Others,78150
Senior Business Analysts,Business Analyst,Canadian Cancer Society,Alberta,"Calgary, Alberta",EXCEL,Senior,In-Person,Healthcare,70000
Senior Business Analysts,Analyst,Allstate,Ontario,"Remote in Markham, Ontario","C#, PYTHON",Senior,Remote,Government,109375
Senior Business Analysts,Business Analyst,Canadian Cancer Society,British Columbia,"Vancouver, British Columbia",EXCEL,Senior,In-Person,Healthcare,70000
Senior Data Analysts,Analyst,eHealth Saskatchewan,Saskatchewan,"Regina, Saskatchewan","POWER BI, SQL, DATABASE",ANY,In-Person,Healthcare,82212
Senior Data Analysts,Data Analyst,Sri Technosoft Solutions,Alberta,"Edmonton, Alberta","POWER BI, TABLEAU, PYTHON, SQL",ANY,In-Person,Technology,77500
Senior Business Analysts,Business Analyst,Canadian Cancer Society,British Columbia,"Victoria, British Columbia",EXCEL,Senior,In-Person,Healthcare,70000
Senior Data Analysts,Data Analyst,Sri Technosoft Solutions,Alberta,"Edmonton, Alberta","POWER BI, TABLEAU, PYTHON, SQL",ANY,In-Person,Technology,77500
Business and Technical Analysts,Analyst,Desjardins,Quebec,"Montreal, Quebec",DATABASE,ANY,In-Person,Others,75361.795
Business Systems Analysts,Data Analyst,Tecqify Solutions Inc,British Columbia,"Abbotsford, British Columbia",No Specification,ANY,In-Person,Consulting,97760
Business and Marketing Analysts,Business Analyst,BMO Financial Group,Ontario,"Toronto, Ontario",SQL,ANY,In-Person,Finance,85850
Systems and Data Analysts,Analyst,Niagara Health System,Ontario,"St. Catharines, Ontario",CRYSTAL,ANY,In-Person,Healthcare,88930.4
Business Systems Analysts,Analyst,Sobeys,Ontario,"Mississauga, Ontario",No Specification,ANY,In-Person,Others,88668.4
Database Analysts,Analyst,AG IT Consulting,Ontario,"Concord, Ontario","DATABASE, DATABASE",ANY,In-Person,Technology,91520
Senior Supply Chain Data Analysts,Lead,Vista,Ontario,"Lakeshore, Ontario","TABLEAU, SQL, EXCEL, SNOWFLAKE, VBA, LOOKER, R",Senior,In-Person,Others,77750
Senior Supply Chain Data Analysts,Risk Analyst,Affirm,Ontario,"Remote in Toronto, Ontario","MACHINE LEARNING, PYTHON, SQL",Mid,Remote,Legal,134000
Senior Business Intelligence Analysts,Analyst,Eastern Health Canada,Remote,Remote,DATABASE,ANY,Remote,Healthcare,72477.6
Business and Marketing Analysts,Business Analyst,Tekshapers Inc,Ontario,"Toronto, Ontario","SQL, AWS, HADOOP, DATABASE",ANY,In-Person,Others,100000
Senior Business Intelligence Analysts,Analyst,"Raymond James Financial, Inc.",British Columbia,"Vancouver, British Columbia","POWER BI, SQL, EXCEL, POWER BI, VBA",ANY,In-Person,Finance,80000
Senior Business Intelligence Analysts,Developer,Buckland,Ontario,"St. Thomas, Ontario","SSIS, SQL, SSRS, POWER BI, SQL, GIT, PYTHON, R",ANY,In-Person,Real Estate,78150
Senior Supply Chain Data Analysts,Business Analyst,Canadian Tire Corporation,Ontario,"Mississauga, Ontario",EXCEL,ANY,In-Person,Others,43720.28
Senior Supply Chain Data Analysts,Analyst,Growers First,Ontario,"York, Ontario",EXCEL,ANY,In-Person,Others,67500
Business Systems Analysts,System Analyst,St. Paul Education,Alberta,"St. Paul, Alberta",DATABASE,ANY,In-Person,Education,43720.28
Senior Business Analysts,Risk Analyst,Mastercard,Ontario,"Toronto, Ontario",No Specification,Senior,In-Person,Automotive,75250
Business and Marketing Analysts,Analyst,"NRI Industrial Sales, LLC.",Ontario,"Mississauga, Ontario",No Specification,ANY,In-Person,Manufacturing,80000
Senior Supply Chain Data Analysts,Analyst,Agriculture Financial Services Corporation,Alberta,"Lacombe, Alberta",GAP,ANY,In-Person,Finance,88183.5
Senior Business Analysts,Analyst,Canadian Institute for Health Information,Ontario,"Ottawa, Ontario","PYTHON, VUE, EXCEL, SAS, R",Senior,In-Person,Technology,75250
Senior Business Analysts,Analyst,University of Toronto,Ontario,"Toronto, Ontario","PYTHON, TABLEAU, SQL, MACHINE LEARNING, POWER BI, SAS, AZURE, POWER BI, R",Senior,In-Person,Technology,62933.78
Financial and Operational Analysts,Analyst,Kinross Gold Corporation,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Others,63229
Senior Supply Chain Data Analysts,Data Analyst,Intact,Quebec,"Montreal, Quebec","MACHINE LEARNING, SQL, EXCEL, POWER BI, POWER BI, SNOWFLAKE, PYTHON",Mid,In-Person,Others,77750
Senior Supply Chain Data Analysts,Analyst,Sonora Foods Ltd,Ontario,"Brampton, Ontario",EXCEL,ANY,In-Person,Others,77750
Business and Technical Analysts,Data Specialist,AstraNorth,Ontario,"Brampton, Ontario","SQL, EXCEL, PYTHON, R, TABLEAU, POWER BI",Senior,In-Person,Others,75361.795
Senior Supply Chain Data Analysts,System Analyst,Wellington-Altus Private Wealth Inc.,Manitoba,"Winnipeg, Manitoba",EXCEL,ANY,In-Person,Others,43720.28
Senior Business Intelligence Analysts,Analyst,Canadian Institute for Health Information,Ontario,"Toronto, Ontario","SAS, PYTHON, R, MACHINE LEARNING, C",Senior,In-Person,Technology,78150
Business and Technical Analysts,Data Analyst,Playground,Quebec,"Kahnawake, Quebec","SQL, DATABASE, TABLEAU, EXCEL, PYTHON, R",ANY,In-Person,Others,43720.28
Senior Supply Chain Data Analysts,Business Analyst,Amsterdam Brewery,Ontario,"Toronto, Ontario",No Specification,Junior,In-Person,Others,77750
Business and Technical Analysts,Analyst,Enerkem Inc.,Quebec,"Sherbrooke, Quebec","C#, PYTHON",ANY,In-Person,Others,43720.28
Senior Business Intelligence Analysts,Analyst,Manulife,Quebec,"Montreal, Quebec",No Specification,Senior,In-Person,Others,43720.28
Senior Data Analysts,Analyst,BAM Strategy,Remote,Remote,"TABLEAU, SQL, EXCEL, POWER BI, POWER BI, SAS, PYTHON, LOOKER, DATABASE, SPSS",ANY,Remote,Consulting,77500
Senior Data Analysts,Data Analyst,Royal Bank of Canada,Nova Scotia,"Bedford, Nova Scotia","SQL, VISUAL BASIC, MACHINE LEARNING, BIG DATA, EXCEL, PYTHON, VBA, R",Senior,In-Person,Finance,77500
Systems and Data Analysts,Analyst,Clarivate,Ontario,"Toronto, Ontario","PYTHON, SQL",ANY,In-Person,Others,82720
Senior Supply Chain Data Analysts,Business Analyst,The Salvation Army Canada and Bermuda,Ontario,"Remote in Toronto, Ontario",AZURE,Senior,Remote,Others,113343
Business and Marketing Analysts,Business Analyst,ASEBP,Alberta,"Edmonton, Alberta","SQL, POWER BI, EXCEL",ANY,In-Person,Others,76000
Database Analysts,Analyst,ABOMIS INNOVATIONS INC.,British Columbia,"Vancouver, British Columbia","SQL, DATABASE, DATABASE, C#, PYTHON",ANY,In-Person,Others,85280
Business Systems Analysts,Risk Analyst,Scotiabank,Ontario,"Toronto, Ontario","BIG DATA, SQL, CONFLUENCE, GAP, PYTHON, JIRA",ANY,In-Person,Finance,88668.4
Systems and Data Analysts,System Analyst,STAR CHOICE FINANCIAL GROUP INC.,Ontario,"North York, Ontario","DATABASE, PYTHON, SQL, MYSQL",ANY,In-Person,Finance,89440
Database Analysts,Analyst,Avari Wireless Corporation,British Columbia,"Burnaby, British Columbia",DATABASE,ANY,In-Person,Telecommunications,80267.2
Senior Business Analysts,Data Consultant,Alimentiv,Remote,Remote,"AZURE, GAP, POWER BI, AWS",Senior,Remote,Others,75250
Business and Marketing Analysts,Analyst,Ballad Consulting Group,Alberta,"Edmonton, Alberta","TABLEAU, EXCEL",ANY,In-Person,Consulting,55000
Senior Business Analysts,Data Consultant,Alimentiv,Remote,Remote,"AZURE, GAP, POWER BI, AWS",Senior,Remote,Others,75250
Senior Business Analysts,Data Consultant,Alimentiv,Remote,Remote,"AZURE, GAP, POWER BI, AWS",Senior,Remote,Others,75250
Business Systems Analysts,Business Analyst,FortisBC,British Columbia,"Penticton, British Columbia","C#, SAS",ANY,In-Person,Others,43720.28
Senior Business Analysts,Data Consultant,Alimentiv,Remote,Remote,"AZURE, GAP, POWER BI, AWS",Senior,Remote,Others,75250
Senior Business Analysts,Data Consultant,Alimentiv,Remote,Remote,"AZURE, GAP, POWER BI, AWS",Senior,Remote,Others,75250
Senior Business Analysts,Data Consultant,Alimentiv,Remote,Remote,"AZURE, GAP, POWER BI, AWS",Senior,Remote,Others,75250
Financial and Operational Analysts,Analyst,Altus Group,Nova Scotia,"Halifax, Nova Scotia","EXCEL, DATABASE",ANY,In-Person,Others,43720.28
Senior Business Analysts,Data Consultant,Alimentiv,Remote,Remote,"AZURE, GAP, POWER BI, AWS",Senior,Remote,Others,75250
Senior Business Intelligence Analysts,Data Specialist,Scotiabank,Ontario,"Toronto, Ontario","SQL, CONFLUENCE, EXCEL, JIRA, FACTOR",Senior,In-Person,Finance,78150
Senior Business Analysts,Data Consultant,Alimentiv,Remote,Remote,"AZURE, GAP, POWER BI, AWS",Senior,Remote,Others,75250
Senior Business Analysts,Data Consultant,Alimentiv,Remote,Remote,"AZURE, GAP, POWER BI, AWS",Senior,Remote,Others,75250
Senior Business Analysts,Analyst,RGA,Ontario,"Toronto, Ontario","EXCEL, SQL",Senior,In-Person,Others,75250
Senior Business Analysts,Analyst,City of Calgary,Alberta,"Calgary, Alberta",EXCEL,ANY,In-Person,Technology,110645.6
Financial and Operational Analysts,Analyst,Mckeil Marine Limited,Ontario,"Burlington, Ontario","GAP, EXCEL",ANY,In-Person,Technology,63229
